loteamento;quadra;lote;rua_frente;medida_frente_m;medida_fundo_m;medida_lateral_dir_m;medida_lateral_esq_m;area_m2;conf_frente;conf_fundo;conf_lateral_dir;conf_lateral_esq
Residencial Colina Park;10;02;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;03;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;04;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;05;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;06;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;07;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;08;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;09;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;10;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;11;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;12;RUA ALIMENTADORA 03;12.0;12.0;35.0;35.0;420.0;;;;
Residencial Colina Park;10;13;RUA LOCAL 05;30.0;;;;425.0;;;;
Residencial Colina Park;10;14;RUA LOCAL 05;20.0;;;;300.0;;;;
Residencial Colina Park;10;15;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;16;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;17;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;18;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;19;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;20;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;21;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;22;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;23;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;24;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;25;RUA LOCAL 05;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;10;26;RUA ALIMENTADORA 03;20.06;;;;296.1;;;;
Residencial Colina Park;11;01;RUA LOCAL 06;16.53;;;;267.47;;;;
Residencial Colina Park;11;02;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;03;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;04;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;05;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;06;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;07;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;08;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;09;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;10;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;11;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;12;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;13;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;14;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;15;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;16;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;17;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;18;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;19;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;20;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;21;RUA LOCAL 06;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;22;RUA LOCAL 06;20.0;;;;312.5;;;;
Residencial Colina Park;11;23;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;11;24;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;11;25;RUA LOCAL 07;20.0;;;;312.5;;;;
Residencial Colina Park;11;26;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;27;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;28;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;29;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;30;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;31;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;32;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;33;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;34;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;35;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;36;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;37;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;38;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;39;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;40;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;41;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;42;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;43;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;44;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;45;RUA LOCAL 07;10.0;10.0;25.0;25.0;250.0;;;;
Residencial Colina Park;11;46;RUA LOCAL 07;16.53;;;;267.25;;;;
Residencial Colina Park;11;47;RUA LOCAL 05;12.05;12.04;21.53;21.53;259.32;;;;
Residencial Colina Park;11;48;RUA LOCAL 05;11.95;11.96;21.53;21.53;257.35;;;;
Residencial Colina Park;12;02;RUA LOCAL 07;12.75;;;;252.16;;;;
Residencial Colina Park;12;03;RUA LOCAL 07;10.0;10.02;29.92;29.22;295.57;;;;
Residencial Colina Park;12;04;RUA LOCAL 07;10.0;10.02;28.57;29.22;288.84;;;;
Residencial Colina Park;12;05;RUA LOCAL 07;10.0;;;;282.22;;;;
Residencial Colina Park;12;06;RUA LOCAL 07;10.0;10.02;27.2;27.89;275.37;;;;
Residencial Colina Park;12;07;RUA LOCAL 07;10.0;10.02;26.52;27.2;268.5;;;;
Residencial Colina Park;12;08;RUA LOCAL 07;10.0;10.02;25.83;26.52;261.62;;;;
Residencial Colina Park;12;09;RUA LOCAL 07;10.0;10.02;25.14;25.83;254.74;;;;
Residencial Colina Park;12;10;RUA LOCAL 07;10.0;;;;247.94;;;;
Residencial Colina Park;12;11;RUA LOCAL 07;10.0;10.02;23.81;24.47;241.31;;;;
Residencial Colina Park;12;12;RUA LOCAL 07;10.0;10.02;23.15;23.81;234.69;;;;
Residencial Colina Park;12;13;RUA LOCAL 07;10.0;10.02;22.48;23.15;228.07;;;;
Residencial Colina Park;12;14;RUA LOCAL 07;10.0;10.02;21.82;22.48;221.45;;;;
Residencial Colina Park;12;15;RUA LOCAL 07;10.0;;;;214.7;;;;
Residencial Colina Park;12;16;RUA LOCAL 07;10.0;10.02;20.44;21.13;207.79;;;;
Residencial Colina Park;12;17;RUA LOCAL 07;10.0;10.02;19.75;20.44;200.89;;;;
Residencial Colina Park;12;18;RUA LOCAL 07;10.5;10.53;19.03;19.75;203.59;;;;
Residencial Colina Park;12;19;RUA LOCAL 07;11.0;;;;205.18;;;;
Residencial Colina Park;12;20;RUA LOCAL 07;11.5;11.54;17.6;18.29;206.37;;;;
Residencial Colina Park;12;21;RUA LOCAL 07;12.0;12.04;16.71;17.6;205.89;;;;
Residencial Colina Park;12;22;RUA LOCAL 07;12.5;12.54;15.86;16.71;203.57;;;;
Residencial Colina Park;12;23;RUA LOCAL 07;16.27;;;;297.72;;;;
Residencial Colina Park;13;01;RUA ALIMENTADORA 04;19.0;;;;299.5;;;;
Residencial Colina Park;13;02;RUA LOCAL 05;12.0;12.0;24.0;24.0;288.0;;;;
Residencial Colina Park;13;03;RUA LOCAL 05;12.0;12.0;24.0;24.0;288.0;;;;
Residencial Colina Park;13;04;RUA ALIMENTADORA 04;19.0;;;;299.5;;;;
Residencial Colina Park;13;05;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;06;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;07;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;08;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;09;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;10;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;11;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;12;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;13;RUA ALIMENTADORA 03;20.06;;;;346.47;;;;
Residencial Colina Park;13;14;RUA ALIMENTADORA 03;20.09;;;;389.6;;;;
Residencial Colina Park;13;15;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;16;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;17;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;18;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;19;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;20;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;21;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;13;22;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;01;RUA ALIMENTADORA 04;20.0;;;;312.5;;;;
Residencial Colina Park;14;02;RUA LOCAL 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;03;RUA LOCAL 02;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;04;RUA ALIMENTADORA 04;20.0;;;;312.5;;;;
Residencial Colina Park;14;05;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;06;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;07;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;08;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;09;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;10;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;11;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;12;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;13;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;14;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;15;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;16;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;17;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;18;RUA LOCAL 05;20.0;;;;333.49;;;;
Residencial Colina Park;14;19;RUA LOCAL 05;20.0;;;;333.5;;;;
Residencial Colina Park;14;20;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;21;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;22;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;23;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;24;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;25;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;26;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;27;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;28;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;29;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;30;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;31;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;14;32;RUA ALIMENTADORA 04;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;15;01;RUA ALIMENTADORA 04;8.0;;;;273.75;;;;
Residencial Colina Park;15;02;RUA LOCAL 05;8.0;;;;273.26;;;;
Residencial Colina Park;15;03;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;04;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;05;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;06;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;07;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;08;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;09;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;10;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;11;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;12;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;13;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;14;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;15;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;16;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;17;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;18;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;19;RUA LOCAL 05;10.0;10.0;22.0;22.0;219.99;;;;
Residencial Colina Park;15;20;RUA LOCAL 05;17.0;;;;247.95;;;;
Residencial Colina Park;15;21;RUA LOCAL 05;17.0;;;;247.95;;;;
Residencial Colina Park;15;22;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;219.99;;;;
Residencial Colina Park;15;23;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;24;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;25;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;26;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;27;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;28;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;29;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;30;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;31;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;32;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;33;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;34;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;35;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;36;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;37;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;15;38;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;01;RUA LOCAL 05;17.0;;;;218.52;;;;
Residencial Colina Park;16;02;RUA LOCAL 05;17.0;;;;218.53;;;;
Residencial Colina Park;16;03;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;04;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;05;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;06;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;07;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;08;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;09;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;10;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;11;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;12;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;13;RUA LOCAL 05;14.43;;;;225.3;;;;
Residencial Colina Park;16;14;RUA ALIMENTADORA 03;10.02;10.0;20.19;20.83;205.11;;;;
Residencial Colina Park;16;15;RUA ALIMENTADORA 03;17.04;;;;241.05;;;;
Residencial Colina Park;16;16;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;17;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;18;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;19;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;20;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;21;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;22;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;23;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;24;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;25;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;16;26;RUA ALIMENTADORA 04;10.0;10.0;22.0;22.0;220.02;;;;
Residencial Colina Park;17;01;RUA LOCAL 05;17.0;;;;218.5;;;;
Residencial Colina Park;17;02;RUA LOCAL 05;17.0;;;;218.5;;;;
Residencial Colina Park;17;03;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;04;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;05;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;06;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;07;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;08;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;09;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;10;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;11;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;12;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;13;RUA ALIMENTADORA 03;11.03;;;;249.81;;;;
Residencial Colina Park;17;14;RUA ALIMENTADORA 03;12.02;12.0;17.66;16.9;207.35;;;;
Residencial Colina Park;17;15;RUA LOCAL 05;13.67;;;;278.18;;;;
Residencial Colina Park;17;16;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;17;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;18;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;19;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;20;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;21;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;22;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;23;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;24;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;17;25;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;01;RUA LOCAL 05;8.0;;;;273.5;;;;
Residencial Colina Park;18;02;RUA LOCAL 02;17.0;;;;273.5;;;;
Residencial Colina Park;18;03;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;04;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;05;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;06;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;07;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;08;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;09;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;10;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;11;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;12;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;13;RUA LOCAL 12;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;14;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;15;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;16;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;17;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;18;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;19;RUA ALIMENTADORA 06;10.0;10.0;22.0;22.0;220.0;;;;
Residencial Colina Park;18;20;RUA LOCAL 05;17.0;;;;248.1;;;;
Residencial Colina Park;18;21;RUA LOCAL 05;17.0;;;;247.91;;;;
Residencial Colina Park;18;22;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;23;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;24;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;25;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;26;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;27;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;28;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;29;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;30;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;31;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;32;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;33;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;34;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;35;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;36;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;37;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;18;38;RUA LOCAL 05;10.0;10.0;22.0;22.0;220.01;;;;
Residencial Colina Park;19;01;RUA LOCAL 08;20.0;;;;400.0;;;;
Residencial Colina Park;19;01;RUA LOCAL 08;20.0;;;;400.0;;;;
Residencial Colina Park;19;02;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;03;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
Residencial Colina Park;19;04;AVENIDA 01;12.0;12.0;25.0;25.0;300.0;;;;
